kata,kelas
alantokorion,Nomina
alap,Verba
alap-alap,Nomina
alapari,Nomina
alapiah,Nomina
alar,Nomina
alarima,Nomina
alarm,Nomina
alarwale,Nomina
alas,Nomina
alas-alasan,Nomina
alasan,Nomina
alastono,Nomina
alat,Nomina
alata,Nomina
alati,Nomina
alatud,Nomina
alau,Nomina
alawar,Nomina
alawatae,Nomina
alay,Nomina
alazon,Nomina
alba,Nomina
albahdir,Nomina
albakora,Nomina
alban,Nomina
albania,Nomina
albas,Nomina
albasit,Nomina
albatros,Nomina
albedo,Nomina
albedograf,Nomina
albedometer,Nomina
alber,Nomina
alberzi,Nomina
albinisme,Nomina
albino,Nomina
albinoid,Adjektiva
albit,Nomina
albuginea,Nomina
album,Nomina
albumen,Nomina
albumin,Nomina
albuminat,Nomina
albuminimeter,Nomina
albuminoid,Nomina
albuminometer,Nomina
albuminosa,Nomina
albuminuria,Adjektiva
albuminurofobia,Nomina
albumosa,Nomina
albung,Adjektiva
alcema,Nomina
aldakhura,Nomina
aldebaran,Nomina
aldehida,Nomina
aldoheksosa,Nomina
aldol,Nomina
aldolase,Nomina
aldosteron,Nomina
aldotetrosa,Nomina
aldotriosa,Nomina
alegori,Nomina
alegoris,Adjektiva
alegreto,Adjektiva
alegro,Adjektiva
alei,Nomina
alek,Nomina
alekawang,Nomina
alekna,Nomina
aleksandrit,Nomina
aleksia,Nomina
aleksin,Nomina
alektorofobia,Nomina
alel,Nomina
alelogen,Adjektiva
alelokimia,Nomina
alelomorf,Nomina
alelopati,Nomina
alelotipe,Nomina
alem,prakategorial
aleman,Adjektiva
alen,Nomina
alena,Verba
alep,Nomina
alepa,Verba
aler,Nomina
alergen,Nomina
alergenik,Adjektiva
alergi,Nomina
alergis,Adjektiva
aletofili,Adjektiva
aletofit,Nomina
aleuron,Nomina
aleuroplas,Nomina
alewar,Nomina
alewarai,Nomina
alewoh,Nomina
alf,Numeralia
alfa,Nomina
alfabet,Nomina
alfabetis,Adjektiva
alfafetoprotein,Nomina
alfalfa,Nomina
alfanumerik,Nomina
alfazil,Nomina
alferes,Nomina
alforn,Nomina
alfuil,Nomina
alfuren,Nomina
alga,Nomina
algam,Nomina
algeni,Nomina
algesia,Nomina
algikola,Adjektiva
algilik,Nomina
algin,Nomina
alginat,Nomina
algisida,Nomina
algofag,Nomina
algofobia,Nomina
algoid,Adjektiva
algojo,Nomina
algol,Nomina
algologi,Nomina
algometer,Nomina
algoritma,Nomina
algoritmik,Adjektiva
algoritmis,Adjektiva
algrafi,Nomina
alhamdulillah,Partikel
alhanik,Nomina
alhasil,Partikel
alhijamah,Nomina
alhub,Nomina
ali,Nomina
ali-ali,Nomina
aliagrem,Nomina
aliah,Adjektiva
aliang,Nomina
aliansi,Nomina
alias,Nomina
aliase,Nomina
alibi,Nomina
alidad,Nomina
alien,Nomina
alienasi,Nomina
alif,Nomina
alif-alifan,Nomina
alifatik,Adjektiva
alifbata,Nomina
alifuru,Nomina
aligator,Nomina
aligayafe,Adjektiva
alih,Verba
alih-alih,Partikel
alik,Nomina
alikuot,Adjektiva
alikusu,Nomina
alila,Verba
aliliu,Nomina
alim,Nomina
alimbuane,Adjektiva
alimbubu,Nomina
alimen,Nomina
alimentasi,Nomina
alimenter,Nomina
alimiah,Nomina
alimiat,Nomina
alimun,Adjektiva
alimunan,Nomina
alin,prakategorial
alinea,Nomina
aling,Verba
aling-aling,Nomina
aling-alingan,Nomina
alingan,Nomina
alingkitae,Verba
alino,Verba
alins,Nomina
alip,Nomina
alip-alipan,Verba
alir,Adjektiva
aliran,Nomina
alis,Nomina
alis-alisan,Nomina
alisiklik,Adjektiva
alit,Nomina
aliterasi,Nomina
aliumfobia,Nomina
aliwadala,Nomina
alizarin,Nomina
aljabar,Nomina
aljalil,Nomina
aljazair,Nomina
alkabir,Nomina
alkadim,Nomina
alkadir,Nomina
alkah,Nomina
alkalemia,Nomina
alkali,Nomina
alkalimeter,Nomina
alkalimetri,Nomina
alkalinisasi,Nomina
alkalinitas,Nomina
alkalis,Adjektiva
alkaloid,Nomina
alkalometri,Nomina
alkalosis,Nomina
alkamar,Nomina
alkana,Nomina
alkanol,Nomina
alkap,Nomina
alkapins,Nomina
alkapsus,Nomina
alkari,Nomina
alkasyaf,Nomina
alkausar,Nomina
alkemis,Adjektiva
alkena,Nomina
alkes,Nomina
alkesgi,Nomina
alkeslap,Nomina
alkesprev,Nomina
alki,Nomina
alkil,Nomina
alkilasi,Nomina
alkimia,Nomina
alkisah,Nomina
alkitab,Nomina
alkitabiah,Adjektiva
alkohol,Nomina
alkoholik,Nomina
alkoholisasi,Nomina
alkoholisis,Nomina
alkoholisme,Nomina
alkoholometer,Nomina
alkoholometri,Nomina
alkom,Nomina
alkomlek,Nomina
alkomleksus,Nomina
alkompur,Nomina
alkomwil,Nomina
alkon,Nomina
alku,Nomina
alkudsi,Nomina
alkuna,Nomina
alkuronium,Nomina
alkus,Nomina
allah,Nomina
allahuma,Partikel
allargando,Ungkapan
allegretto,Ungkapan
alm,Nomina
almaktub,Nomina
almalun,Nomina
almamater,Nomina
almanak,Nomina
almanane,Nomina
almandin,Nomina
almandit,Nomina
almang,Nomina
almarhum,Verba
almarhumah,Nomina
almasih,Nomina
almatsus,Nomina
almh,Nomina
almil,Nomina
almon,Nomina
almuazam,Nomina
almuhit,Nomina
almukhlis,Nomina
alnaud,Nomina
alngilin,Nomina
alo,Nomina
aloalo,Nomina
aloco,Verba
alodinia,Nomina
alodna,Verba
alodoksafobia,Nomina
alofan,Nomina
alofon,Nomina
alogen,Nomina
alogia,Nomina
alogotrofia,Nomina
alograf,Nomina
aloha,Ungkapan
aloheteroploid,Nomina
alohospes,Nomina
aloi,Nomina
aloin,Nomina
alokai,Adjektiva
alokarp,Nomina
alokasi,Nomina
alokinesis,Nomina
alokromi,Nomina
alokron,Nomina
aloksenia,Nomina
alokton,Nomina
aloktonus,Nomina
aloleks,Nomina
alolektotipe,Nomina
alolong,Nomina
alomerisme,Adjektiva
alomon,Nomina
alomorf,Nomina
alomorfisme,Adjektiva
alomorfosis,Nomina
alon,Adjektiva
alon-alon,Adjektiva
along,Nomina
alongins,Nomina
alonim,Nomina
aloparasit,Nomina
alopati,Nomina
alopatrik,Nomina
alopelagik,Nomina
alopesia,Nomina
aloplasma,Nomina
aloploid,Nomina
alopoliploid,Nomina
aloptik,Nomina
alor,Nomina
alosa,Nomina
alosindesis,Nomina
alosom,Nomina
alosterik,Nomina
alosu,Nomina
alot,Adjektiva
aloterm,Nomina
alotetraploid,Nomina
alotetua,Nomina
alotipe,Nomina
alotriploid,Nomina
alotrof,Nomina
alotrop,Nomina
alotropi,Nomina
alotropik,Nomina
alotropisme,Nomina
aloun,Nomina
alozim,Nomina
alpa,Verba
alpahub,Nomina
alpaka,Adjektiva
alpal,Nomina
alpalharint,Nomina
alpalkes,Nomina
alpeka,Nomina
alperes,Nomina
alpin,Nomina
alpiris,Nomina
alpis,Verba
alpukah,Nomina
alpukat,Nomina
alri,Nomina
alro,Nomina
alsatri,Nomina
alsil,Nomina
alsintan,Nomina
alsofili,Adjektiva
altar,Nomina
alter,Verba
alterasi,Nomina
alteratif,Nomina
altern,Nomina
alternasi,Nomina
alternatif,Nomina
alternator,Nomina
altimeter,Nomina
altimetri,Nomina
altiplanasi,Nomina
altitudo,Nomina
alto,Nomina
altokumulus,Nomina
altostratus,Nomina
altrosa,Nomina
altruis,Nomina
altruisme,Nomina
altruistik,Adjektiva
altruistis,Adjektiva
alu,Nomina
alu-alu,Nomina
alu-aluan,Nomina
aluakas,Nomina
aluang,Nomina
alue,Nomina
alufiru,Nomina
alula,Nomina
alum,Adjektiva
alumbu,Nomina
alumina,Nomina
aluminium,Nomina
aluminum,Nomina
alumni,Nomina
alumnus,Nomina
alumpa,Verba
alun,Nomina
alun-alun,Nomina
alunan,Nomina
alundum,Nomina
alune,Nomina
alung,Nomina
aluo,Nomina
alup,prakategorial
alur,Nomina
alur-alur,Nomina
alur-aluran,Nomina
aluran,Nomina
alusi,Nomina
alutan,Nomina
alutsista,Nomina
alutta,Nomina
aluvial,Adjektiva
aluviasi,Nomina
aluvium,Nomina
aluwana,Nomina
alveola,Nomina
alveolar,Adjektiva
alveoli,Nomina
alveolitis,Nomina
alveolum,Nomina
alveolus,Nomina
alwah,Nomina
alwasi,Nomina
alwasia,Nomina
alzi,Nomina
am,Adjektiva
ama,Nomina
amabakdu,Partikel
amaf,Nomina
amah,Nomina
amahai,Nomina
amahatua,Nomina
amai,Nomina
amai-amai,Nomina
amak,Nomina
amaksofobia,Nomina
amal,Nomina
amalaka,Nomina
amalaki,Nomina
amalan,Nomina
amalgam,Nomina
amalgamasi,Nomina
amalgamator,Nomina
amali,Adjektiva
amaliah,Adjektiva
amalo,Nomina
amam,Nomina
aman,Adjektiva
amanah,Nomina
amanat,Nomina
amanatun,Nomina
amandel,Nomina
amane,Nomina
amang,Nomina
amangamang,Nomina
amango,Verba
amanitin,Nomina
amanra,Nomina
amantadin,Nomina
amantium,Nomina
amanuban,Nomina
amanue,Verba
amar,Nomina
amarah,Nomina
amaran,Nomina
amarendra,Nomina
amarilis,Nomina
amastampawang,Nomina
amat,prakategorial
amatan,Nomina
amati,Nomina
amatir,Nomina
amatir-amatiran,Adjektiva
amatiran,Adjektiva
amatirisme,Nomina
amato,Nomina
amatofit,Nomina
amatofobia,Nomina
amatol,Nomina
amau,Nomina
amba,Verba
ambacang,Nomina
ambah,Adjektiva
ambah-ambah,Nomina
ambai,Nomina
ambai-ambai,Nomina
ambaian,Nomina
ambak,prakategorial
ambaks,Nomina
ambal,prakategorial
ambalan,Nomina
ambalang,Nomina
ambalau,Nomina
amban,Nomina
ambang,Nomina
ambar,Nomina
ambara,Nomina
ambarile,Adjektiva
ambarita,Nomina
ambaro,Nomina
ambasade,Nomina
ambasador,Nomina
ambat,Nomina
ambataran,Adjektiva
ambataron,Adjektiva
ambau,prakategorial
ambayasa,Nomina
ambeien,Nomina
ambek,Verba
ambekan,Verba
ambekara,Nomina
ambekdarma,Adjektiva
ambekpati,Adjektiva
ambeksiya,Adjektiva
ambeksura,Adjektiva
ambelar,Nomina
ambelau,Nomina
amben,Nomina
ambeng,Verba
amber,Nomina
ambergris,Nomina
amberit,Nomina
ambet,Nomina
ambi,Nomina
ambideksteritas,Nomina
ambidekstrus,Adjektiva
ambiens,Nomina
ambigram,Nomina
ambigu,Adjektiva
ambiguitas,Nomina
ambil,Verba
ambil-mengambil,Verba
ambilan,Nomina
ambilingual,Nomina
ambin,Nomina
ambinan,Nomina
ambing,Nomina
ambir,Nomina
ambis,Adjektiva
ambisi,Nomina
ambisius,Adjektiva
ambivalen,Adjektiva
ambivalensi,Nomina
ambiver,Nomina
ambivor,Nomina
amblas,Verba
amblek,Verba
ambles,Verba
amblesan,Nomina
ambligeustia,Nomina
ambligonit,Nomina
amblikusia,Nomina
ambliopia,Adjektiva
amblong,Verba
ambo,Nomina
amboi,Nomina
ambok,Nomina
ambon,Nomina
ambong,Nomina
ambori,Nomina
ambreng-ambrengan,Adverbia
ambretolid,Nomina
ambring,prakategorial
ambring-ambringan,Adjektiva
ambrol,Verba
ambrosia,Nomina
ambruk,Verba
ambrukan,Nomina
ambrung,Nomina
ambu,Nomina
ambu-ambu,Nomina
ambua,Nomina
ambuh,Nomina
ambul,Verba
ambulans,Nomina
ambulatori,Nomina
ambulralra,Nomina
ambung,Verba
ambung-ambung,Nomina
ambur,prakategorial
amburadul,Adjektiva
amburat,Nomina
amburu,Nomina
ambyang,Nomina
ambyar,Verba
ambyok,Verba
ambyur,Verba
amd,Nomina
amdal,Nomina
amdk,Nomina
ameba,Nomina
amebiasis,Nomina
ameboid,Adjektiva
amebosit,Nomina
amegop,Nomina
ameiosis,Nomina
amelioran,Ilmu Tanah
ameliorasi,Nomina
amelioratif,Adjektiva
amen,prakategorial
amendemen,Nomina
amenitas,Nomina
amenorea,Adjektiva
amensalisme,Nomina
amer,Nomina
amerika,Nomina
amerikano,Nomina
amerisium,Nomina
amerospora,Nomina
amerta,Nomina
amesureng,Adjektiva
amet,Nomina
ametabola,Nomina
ametaboli,Adjektiva
ametesis,Nomina
ametis,Nomina
ameto,Nomina
ametria,Adjektiva
ametropia,Nomina
amfetamina,Nomina
amfiapomik,Nomina
amfiartrosis,Nomina
amfibi,Nomina
amfibiotik,Nomina
amfibol,Nomina
amfibolik,Adjektiva
amfibolisme,Nomina
amfidelfik,Adjektiva
amfidiploid,Nomina
amfidrom,Nomina
amfigea,Nomina
amfigen,Adjektiva
amfigin,Adjektiva
amfikarion,Nomina
amfimik,Nomina
amfimiksis,Adjektiva
amfipirenin,Nomina
amfiploid,Nomina
amfiprotik,Nomina
amfisarka,Nomina
amfistomata,Adjektiva
amfiston,Nomina
amfiteater,Nomina
amfitesium,Adjektiva
amfitop,Nomina
amfitrika,Nomina
amfitrop,Nomina
amfixilem,Adjektiva
amfogen,Adjektiva
amfolitoid,Nomina
amfosom,Nomina
amfoterik,Adjektiva
amfoterisin,Nomina
amharik,Nomina
ami,Nomina
amiah,Adjektiva
amida,Nomina
amidase,Nomina
amidasi,Nomina
amidina,Nomina
amido,Adjektiva
amidoksim,Nomina
amigdala,Nomina
amigdalin,Nomina
amigol,Nomina
amih,Nomina
amik,Nomina
amikal,Adjektiva
amikofobia,Nomina
amikron,Nomina
amiksis,Nomina
amil,Nomina
amilase,Nomina
amilemia,Nomina
amilodekstrin,Nomina
amiloform,Nomina
amiloglukosidase,Nomina
amilograf,Nomina
amiloid,Nomina
amiloidosis,Nomina
amilolisis,Nomina
amilom,Nomina
amilopektin,Nomina
amiloplas,Nomina
amiloplastid,Nomina
amilopsin,Nomina
amilosa,Nomina
amilum,Nomina
amin,Partikel
amin-amin,Nomina
amina,Nomina
aminase,Nomina
aminisasi,Nomina
amino,Adjektiva
aminoasiduria,Nomina
aminofilin,Nomina
aminogram,Nomina
aminopeptidase,Nomina
aminopterin,Nomina
amiografi,Nomina
amiotonia,Nomina
amiotrofi,Nomina
amir,Nomina
amirulbahar,Nomina
amirulhaj,Nomina
amirulmukminin,Nomina
amis,Adjektiva
amit,Nomina
amit-amit,Partikel
amitate,Nomina
amitoha,Nomina
amitosis,Nomina
amiug,Adjektiva
amjawat,Nomina
amko,Nomina
amla,Nomina
amlaut,Nomina
amleng,Adjektiva
ammeter,Nomina
amn,Nomina
amnesia,Adjektiva
amnesti,Nomina
amnion,Nomina
amnionitis,Nomina
amniosentesis,Nomina
amniotik,Adjektiva
amniotomi,Adjektiva
amo,Nomina
amoa,Nomina
amodimetikona,Nomina
amofili,Nomina
amofilia,Nomina
amoh,Adjektiva
amoi,Nomina
amoktofit,Nomina
among,Nomina
amonga,Nomina
amonia,Nomina
amonifikasi,Nomina
amonit,Nomina
amonium,Nomina
amor,Nomina
amoral,Adjektiva
amorf,Adjektiva
amorfognosia,Nomina
amortisasi,Adjektiva
amosi,Nomina
amot,Adjektiva
ampa,Nomina
ampah,Nomina
ampai,Nomina
ampai-ampai,Nomina
ampaian,Nomina
ampak,Nomina
ampal,Nomina
ampang,Nomina
ampar,Nomina
amparan,Nomina
ampas,Nomina
ampat,Nomina
ampau,Nomina
ampe,Adverbia
ampean,Nomina
ampek,Adjektiva
ampel,Nomina
ampela,Nomina
ampelas,Nomina
ampen,Nomina
ampeng,Verba
ampera,Nomina
ampere,Nomina
amperemeter,Nomina
amperometri,Nomina
ampersan,Nomina
ampet,Verba
ampet-ampet,Nomina
ampi,Nomina
ampiang,Nomina
ampibabo,Nomina
ampig,Nomina
ampik,Nomina
ampikale,Nomina
ampil,Nomina
ampilalas,Nomina
ampis,Nomina
ampisilin,Nomina
ampit,Adjektiva
amplang,Nomina
ampleh,Nomina
amplek,Nomina
ampleksus,Nomina
amplielektronik,Nomina
amplifikasi,Nomina
amplitudo,Nomina
amplokan,Nomina
amplop,Nomina
ampo,Nomina
ampog,Nomina
ampok,Nomina
ampok-ampok,Nomina
ampon,Nomina
ampor,Nomina
amporang,Nomina
amporo,Nomina
ampos,Adjektiva
ampot,Nomina
amprah,Nomina
amprok,Verba
amprung-amprungan,Adjektiva
amprut,Nomina
ampu,Nomina
ampuh,Nomina
ampuk,Nomina
ampul,Nomina
ampula,Nomina
ampun,Nomina
ampunan,Nomina
ampuni,Verba
amput,Nomina
amputan,Nomina
amputasi,Nomina
amra,Nomina
amrik,Nomina
amril,Nomina
amsal,Nomina
amsemai,Nomina
amsterdam,Nomina
amtenar,Nomina
amu,Nomina
amudi,Nomina
amuk,Nomina
amukan,Nomina
amulet,Nomina
amung,prakategorial
amung-amung,Nomina
amungme,Nomina
amunisi,Nomina
an,Nomina
an-nas,Nomina
an-nasr,Nomina
ana,Pronomina
anabasis,Nomina
anabati,Nomina
anabatik,Adjektiva
anabelfobia,Nomina
anabiosis,Nomina
anabolik,Nomina
anabolisme,Nomina
anabul,Nomina
anacina,Nomina
anadrom,Nomina
anaerob,Nomina
anaerobik,Adjektiva
anafilaksis,Nomina
anafora,Nomina
anaforesis,Nomina
anaforis,Adjektiva
anafrodisiak,Nomina
anagami,Nomina
anaglif,Nomina
anagram,Nomina
anahar,Nomina
anaheha,Verba
anahida,Nomina
anai-anai,Nomina
anak,Nomina
anak-anak,Nomina
anak-anakan,Nomina
anak-beranak,Nomina
anakalang,Nomina
anakan,Nomina
anakanda,Nomina
anakarung,Nomina
anakda,Nomina
anakia,Nomina
anaklisis,Nomina
anakoda,Nomina
anakoluton,Nomina
anakompo,Nomina
anakonda,Nomina
anakronisme,Nomina
anakronistis,Adjektiva
anakrus,Nomina
anakusis,Adjektiva
anal,Adjektiva
analekta,Nomina
analema,Nomina
analeptik,Nomina
analgesia,Nomina
analgesik,Adjektiva
analgetik,Nomina
analis,Nomina
analisis,Nomina
analitik,Adjektiva
analitis,Adjektiva
analog,Nomina
analogi,Nomina
analsit,Nomina
anami,Nomina
anamnesis,Nomina
anamolepo,Nomina
anamorfosis,Nomina
anan,Nomina
ananda,Nomina
anang,Nomina
anangkolaki,Nomina
anani,Adjektiva
ananim,Nomina
ananta,Adjektiva
anapaso,Nomina
anaperenggan,Nomina
anapes,Nomina
anaplasmosis,Nomina
anaptiksis,Nomina
anaria,Nomina
anarki,Nomina
anarkis,Nomina
anarkisme,Nomina
anarkistis,Adjektiva
anasional,Adjektiva
anasir,Nomina
anastilosis,Nomina
anastomosis,Nomina
anatase,Nomina
anateksis,Nomina
anatema,Nomina
anatidaefobia,Nomina
anatolia,Nomina
anatomi,Nomina
anatomis,Adjektiva
anatrop,Nomina
anau,Nomina
anaweli,Nomina
anaye,Nomina
anbia,Nomina
anbk,Nomina
anca,Nomina
ancai,Nomina
ancak,Nomina
ancak-ancak,Adjektiva
ancala,Nomina
ancam,Verba
ancam-mengancam,Verba
ancaman,Nomina
ancang,Nomina
ancang-ancang,Nomina
ancangan,Nomina
ancar-ancar,Nomina
anco,Nomina
ancoa,Pronomina
ancok,Nomina
ancol,Nomina
ancrub,Verba
ancruk,Nomina
ancuan,Nomina
ancuk,prakategorial
ancul,Nomina
ancumcum,Nomina
ancur,Nomina
ancut,Nomina
and,Nomina
anda,Pronomina
andai,prakategorial
andai-andai,Nomina
andaian,Nomina
andaikan,Partikel
andak,Verba
andaka,Nomina
andal,Adjektiva
andala,Nomina
andalan,Nomina
andalas,Nomina
andaliman,Nomina
andalusit,Nomina
andam,Verba
andaman,Nomina
andan,Verba
andanandan,Nomina
andang,Nomina
andang-andang,Nomina
andangan,Nomina
andante,Nomina
andantino,Ungkapan
andap,Adjektiva
andapita,Nomina
andar,Verba
andara,Nomina
andaran,Nomina
andaru,Nomina
andegan,Nomina
andege,Nomina
andek,Nomina
andem,Nomina
andeman,Nomina
andeng-andeng,Nomina
ander,Nomina
anderak,Nomina
andes,Nomina
andesit,Nomina
andewi,Nomina
andi,Nomina
andik,Nomina
andika,Pronomina
andiko,Nomina
andil,Nomina
andilau,Nomina
andina,Nomina
andini,Nomina
andir,Nomina
ando,Nomina
andoi,Nomina
andok,Verba
andolaki,Nomina
andong,Nomina
andorra,Nomina
andostorang,Nomina
andradit,Nomina
andragogi,Nomina
andrawina,Nomina
andreas,Nomina
andresium,Nomina
androfili,Nomina
androfilia,Nomina
androfobia,Nomina
androgen,Adjektiva
androgini,Nomina
androginofor,Nomina
androginus,Adjektiva
andrografolid,Nomina
android,Nomina
androlog,Nomina
andrologi,Nomina
andromeda,Nomina
andropause,Nomina
androstenedion,Nomina
androsteron,Nomina
andu,Verba
anduh,Nomina
anduhan,Nomina
andukan,Nomina
andun,Verba
andung,Nomina
andur,Nomina
andurabian,Nomina
aneh,Adjektiva
aneh-aneh,Adverbia
anehe,Verba
aneka,Numeralia
anekdot,Nomina
anekdotal,Adjektiva
aneksasi,Nomina
aneksi,Nomina
anelida,Nomina
anemer,Nomina
anemia,Nomina
anemofili,Nomina
anemofobia,Nomina
anemogami,Nomina
anemograf,Nomina
anemogram,Nomina
anemokori,Nomina
anemometer,Nomina
anemon,Nomina
anemotrofi,Nomina
anensefalus,Nomina
anergi,Nomina
aneroid,Nomina
anestesia,Nomina
anestesian,Nomina
anestesiolog,Nomina
anestetik,Adjektiva
anestetis,Nomina
anetol,Nomina
aneuploid,Nomina
aneurina,Nomina
aneurisme,Nomina
anev,Nomina
anevlap,Nomina
anfakah,Nomina
anfal,Adjektiva
anfas,Adjektiva
anfo,Nomina
angad,Nomina
angah,Nomina
angai,Verba
angair,Nomina
angalaki,Verba
angan,prakategorial
angan-angan,Nomina
angau,Verba
angciu,Nomina
angdam,Nomina
angdes,Nomina
angel,Adjektiva
angga,Nomina
anggai,Adjektiva
anggak,Adjektiva
anggal,Nomina
anggan,Nomina
anggana,Adjektiva
angganasekar,Nomina
anggang-anggang,Nomina
anggap,prakategorial
anggapan,Nomina
anggar,Nomina
anggar-anggar,Adverbia
anggara,Nomina
anggarakasih,Nomina
anggaran,Nomina
anggas,Nomina
anggau,Nomina
anggel-anggel,Nomina
angger,Nomina
anggi,Nomina
anggir,Nomina
anggit,Verba
anggitan,Nomina
angglap,Verba
anggo,Nomina
anggong,Adjektiva
anggota,Nomina
anggrang,Verba
anggrek,Nomina
anggrekwan,Nomina
anggu,Nomina
angguh,Nomina
angguk,Nomina
anggukan,Nomina
anggul,Verba
anggun,Adjektiva
anggung,Verba
anggup-anggip,Verba
anggur,Nomina
angguran,Nomina
anggus,Verba
anggut,Verba
anghengar,Nomina
anghun,Nomina
angi,Verba
angik,Verba
angin,Nomina
angin-angin,Adjektiva
angin-anginan,Adjektiva
angina,Nomina
anginan,Nomina
anginofobia,Nomina
angioedema,Nomina
angiogenesis,Nomina
angiografi,Nomina
angiologi,Nomina
angiopati,Nomina
angioplasti,Nomina
angiosperma,Nomina
angit,Adjektiva
angka,Verba
angka-angka,Nomina
angkak,Nomina
angkal-angkal,Nomina
angkap,Nomina
angkar,Adjektiva
angkara,Adjektiva
angkaribung,Verba
angkasa,Nomina
angkasawan,Nomina
angkasawati,Nomina
angkat,Adjektiva
angkatan,Nomina
angke,Nomina
angkel,Verba
angker,Nomina
angket,Nomina
angki,Adjektiva
angkin,Nomina
angkit,Verba
angklek,Nomina
angklung,Nomina
angko,Adjektiva
angkola-mandailing,Nomina
angkong,Nomina
angkop,Nomina
angkot,Nomina
angkring,Nomina
angkringan,Nomina
angkrok,Nomina
angkruk,Nomina
angku,Nomina
angkub,Nomina
angkuh,Nomina
angkuk,Nomina
angkul-angkul,Nomina
angkup,Nomina
angkup-angkup,Nomina
angkur,Nomina
angkusa,Nomina
angkut,Verba
angkut-angkut,Nomina
angkutan,Nomina
angla,Nomina
anglamil,Nomina
anglap,Verba
anglek,Adjektiva
angler,Adjektiva
anglo,Nomina
anglofilia,Nomina
anglofobia,Nomina
anglong,prakategorial
anglung,Nomina
angola,Nomina
angon,Verba
angonan,Nomina
angop,Verba
angora,Nomina
angot,Adjektiva
angpau,Nomina
angperbekud,Nomina
angrat,Nomina
angratmil,Nomina
angrem,Nomina
angrofobia,Nomina
angsa,Nomina
angsana,Nomina
angsang,Nomina
angsel,Nomina
angsio,Nomina
angsle,Nomina
angsoka,Nomina
angson,Nomina
angsongar,Nomina
angsop,Nomina
angstrom,Nomina
angsu,Verba
angsung,Verba
angsur,Verba
angsuran,Nomina
angu,Nomina
angula,Nomina
angur,Adverbia
angus,Nomina
angut,Verba
angwain,Nomina
anhedonia,Nomina
anhidrida,Nomina
anhidrit,Nomina
anhidrosis,Nomina
ani,Nomina
ani-ani,Nomina
anian,Nomina
aniaya,Nomina
anibenu,Nomina
anido,Nomina
anih,Adjektiva
anihilasi,Nomina
anikonis,Adjektiva
anikonisme,Nomina
anil,Nomina
anileridina,Nomina
anilina,Adjektiva
animanbon,Nomina
animasi,Nomina
animato,Nomina
animator,Nomina
animatronik,Nomina
anime,Nomina
animin,Verba
animis,Nomina
animisme,Nomina
animistik,Adjektiva
animistis,Adjektiva
animo,Nomina
aning-aning,Nomina
aningo,Nomina
anion,Nomina
aniridia,Adjektiva
anis,Nomina
aniseikonia,Nomina
anisodaktil,Nomina
anisogamet,Nomina
anisogami,Nomina
anisokoria,Nomina
anisotropi,Nomina
anisotropik,Adjektiva
anit,Nomina
aniwui,Nomina
anja,Nomina
anjak,Nomina
anjakan,Nomina
anjal,Adjektiva
anjali,Nomina
anjan,Nomina
anjang,Nomina
anjang-anjang,Nomina
anjangkarya,Nomina
anjangsana,Nomina
anjar,Nomina
anjat,Nomina
anjeng,Adjektiva
anjer,Nomina
anjik,prakategorial
anjiman,Nomina
anjing,Nomina
anjing-anjing,Nomina
anjir,Nomina
anjlok,Verba
anjok,Nomina
anjong,Verba
anjrah,Nomina
anju,Nomina
anjul,Nomina
anjun,Nomina
anjung,Nomina
anjung-anjung,Nomina
anjung-anjungan,Nomina
anjungan,Nomina
anjur,Verba
anjuran,Nomina
ankanan,Nomina
ankara,Nomina
anker,Nomina
ankilosis,Nomina
ankraofobia,Nomina
ankum,Nomina
anno,Ungkapan
anoa,Nomina
anode,Nomina
anodin,Nomina
anodonsia,Adjektiva
anofeles,Nomina
anoftalmus,Nomina
anoksemia,Nomina
anoksia,Nomina
anoksik,Nomina
anom,Adjektiva
anomali,Adjektiva
anomer,Nomina
anomi,Nomina
anonim,Adjektiva
anonimisasi,Nomina
anonimitas,Nomina
anopsia,Nomina
anorak,Nomina
anoreksia,Nomina
anorektal,Adjektiva
anorektik,Adjektiva
anorganik,Nomina
anorgasmi,Adjektiva
anorgasmia,Nomina
anorgasmik,Adjektiva
anorgastik,Adjektiva
anortopsia,Nomina
anosmia,Nomina
anotang,Nomina
anotasi,Nomina
anovulasi,Nomina
anpein,Nomina
anpothankam,Nomina
anpotmil,Nomina
anpotwil,Nomina
anri,Nomina
ansa,Nomina
ansai,Verba
ansar,Nomina
ansari,Nomina
ansietas,Nomina
ansiolitik,Adjektiva
ansis,Nomina
ansuan,Nomina
anta,Nomina
antagonis,Nomina
antagonisme,Nomina
antagonistis,Adjektiva
antah,Nomina
antah-berantah,Nomina
antakesuma,Nomina
antaladan,Nomina
antalkali,Nomina
antamir,prakategorial
antan,Nomina
antan-antan,Nomina
antanan,Nomina
antang,Nomina
antang-antang,Nomina
antanik,Nomina
antap,Adjektiva
antar,Verba
antar-antar,Nomina
antar-mengantar,Verba
antara,Nomina
antaraksi,Adjektiva
antaralinea,Adjektiva
antaran,Nomina
antaranggota,Adjektiva
antarangkatan,Adjektiva
antarbahasa,Adjektiva
antarbangsa,Adjektiva
antarbenua,Adjektiva
antarbintang,Adjektiva
antardaerah,Adjektiva
antardesa,Adjektiva
antares,Nomina
antaretnis,Adjektiva
antarfaksi,Adjektiva
antarfraksi,Adjektiva
antargalaksi,Adjektiva
